num_tiles,time
7,13.664558352243636
14,20.91151242391105
20,23.121936688937637
23,28.60577746629332
27,31.40715251923166
32,38.2880231411541
35,41.358304678166746
2,6.017493742217278
2,5.649058093082938
2,5.701461492512784
2,5.315224347831584
8,14.656698197884992
10,17.91474087090637
